type,priority,storyPoints,complexityScore,riskLevel,hasBlockingDependencies,dependenciesCount,memberLevel,memberAvgCompletionHours,memberAvgDelayHours,memberCompletedTasksCount,memberAvgReopenRate,memberCurrentWorkload,memberAvgWorkLogHours,memberAvgStoryPoints,actualHours
Bug,High,5,4,1,0,1,Junior,18.33,5.02,58,0.083,12,10.84,5.62,52.42
Improvement,Medium,1,4,3,0,0,Senior,33.94,3.09,35,0.328,2,21.81,6.68,8.35
Feature,Critical,3,4,3,0,3,Senior,12.32,1.24,0,0.164,11,34.26,4.88,33.58
Feature,High,8,3,2,0,1,Junior,27.49,8.1,89,0.023,9,17.53,9.76,70.16
Feature,Medium,5,2,3,0,3,Junior,6.35,2.71,2,0.039,1,21.39,4.58,9.72
Feature,High,1,5,4,0,0,Senior,34.9,0.97,43,0.212,2,29.65,2.93,10.59
Feature,Medium,5,4,3,0,0,Junior,29.72,1.95,54,0.413,11,12.36,9.82,56.35
Improvement,High,1,5,2,0,0,Expert,7.8,1.99,59,0.156,13,7.12,3.66,8.32
Improvement,High,21,1,3,0,1,Junior,2.81,0.07,2,0.383,0,15.74,6.59,24.05
Bug,Medium,8,1,1,1,0,Senior,16.81,4.35,84,0.028,6,11.84,8.46,23.61
Bug,High,1,1,2,0,0,Junior,27.66,0.9,62,0.197,3,30.45,1.04,4.5
Spike,Medium,8,4,5,0,3,Junior,12.76,1.38,81,0.064,2,34.25,3.55,33.87
Feature,Medium,13,3,1,0,0,Junior,38.98,7.44,30,0.432,13,24.4,5.79,99.86
Feature,Medium,3,4,3,1,1,Junior,37.52,3.75,99,0.484,5,23.23,5.1,45.36
Feature,High,5,1,5,0,1,Junior,24.72,3.69,60,0.163,13,25.28,1.66,37.24
Improvement,Medium,3,1,1,0,0,Senior,13.99,3.9,48,0.494,2,16.9,5.02,13.34
Spike,Low,5,4,4,0,1,Junior,36.06,4.55,43,0.376,11,22.38,1.95,78.26
Feature,High,3,3,1,0,1,Junior,32.53,2.26,51,0.001,10,3.42,3.25,27.63
Technical Debt,Medium,3,3,5,0,0,Junior,5.27,1.06,30,0.243,9,17.78,7.74,14.5
Technical Debt,Low,3,5,4,0,0,Junior,20.1,1.32,71,0.417,2,12.3,2.61,38.45
Feature,Medium,2,2,3,1,2,Senior,39.29,3.14,88,0.267,8,2.81,6.99,18.61
Feature,Medium,8,1,2,0,0,Senior,19.25,5.72,48,0.275,1,19.52,9.76,22.9
Bug,Medium,3,3,3,0,1,Expert,37.45,3.13,45,0.224,14,13.25,3.22,15.7
Spike,Low,3,1,2,0,1,Junior,39.14,6.46,53,0.198,4,21.08,3.34,17.75
Feature,Critical,8,2,2,0,0,Junior,16.72,0.13,83,0.014,9,18.45,9.58,21.39
Improvement,High,3,1,5,1,3,Junior,38.65,5.16,10,0.311,14,10.39,6.99,42.7
Feature,Medium,5,3,4,1,0,Junior,7.24,5.61,64,0.383,9,19.36,7.93,26.52
Improvement,Medium,13,5,4,1,0,Expert,8.08,0.55,84,0.395,1,13.88,8.12,23.97
Bug,Medium,8,4,1,0,1,Senior,12.51,4.63,16,0.312,5,32.32,7.57,28.27
Bug,High,2,4,3,0,0,Senior,19.77,2.9,27,0.171,3,13.77,9.79,15.18
Technical Debt,Low,3,3,5,0,1,Junior,8.88,0.03,81,0.011,6,2.37,3.47,18.87
Technical Debt,Medium,21,3,3,0,3,Expert,14.93,2.6,92,0.448,12,26.96,5.67,41.46
Technical Debt,High,3,2,1,0,0,Senior,5.94,1.86,73,0.215,0,33.77,6.98,6.0
Feature,Medium,3,1,1,0,0,Senior,18.34,4.89,8,0.301,7,6.76,7.37,11.7
Improvement,Medium,2,2,5,0,0,Expert,33.44,8.47,33,0.097,1,34.07,2.73,10.61
Feature,High,2,4,1,1,2,Expert,24.61,2.22,19,0.071,14,21.98,8.88,20.1
Bug,High,5,1,5,0,0,Junior,32.79,1.59,94,0.043,14,29.81,8.33,26.29
Bug,Medium,8,2,1,0,0,Junior,7.16,6.5,2,0.399,3,17.08,3.38,13.82
Bug,High,13,4,4,0,1,Junior,17.18,0.18,0,0.323,10,22.17,5.9,47.53
Bug,Low,8,1,5,0,0,Senior,3.49,1.23,59,0.311,12,29.6,3.65,5.0
Spike,High,2,5,4,0,0,Junior,16.06,1.39,96,0.46,6,34.42,4.29,45.24
Feature,Medium,1,5,4,0,3,Expert,25.35,0.04,49,0.079,13,7.28,5.8,7.66
Improvement,High,21,2,5,0,0,Senior,23.62,4.67,7,0.085,14,31.56,5.86,57.0
Feature,Critical,3,3,3,0,0,Expert,4.29,1.51,17,0.095,7,23.69,5.79,5.55
Feature,Critical,3,1,2,1,0,Senior,4.36,0.72,29,0.212,8,33.19,5.9,6.45
Feature,Critical,13,2,1,0,2,Senior,13.59,0.73,96,0.437,4,11.82,6.73,18.14
Spike,Medium,5,3,1,1,0,Junior,31.31,2.87,21,0.441,8,9.25,1.14,75.01
Technical Debt,Medium,2,3,3,0,0,Expert,2.78,0.65,80,0.295,8,13.43,2.26,3.69
Spike,Medium,8,1,2,0,0,Senior,25.41,0.63,8,0.329,2,31.07,5.23,20.91
Spike,High,21,1,3,1,4,Senior,8.98,2.8,21,0.449,6,16.63,7.38,46.57
Feature,High,1,3,2,1,0,Junior,37.88,0.86,9,0.312,7,33.35,5.58,14.12
Feature,Medium,8,4,5,0,0,Expert,18.35,3.22,96,0.115,0,9.24,6.66,27.8
Improvement,Critical,3,2,5,0,1,Junior,3.82,5.0,66,0.352,10,8.5,9.74,9.74
Bug,High,5,1,4,0,0,Expert,29.12,4.04,80,0.385,9,24.07,7.57,23.11
Bug,Critical,13,3,4,0,2,Senior,20.42,0.57,8,0.318,4,10.92,9.46,42.54
Feature,High,21,4,5,0,1,Senior,35.49,1.98,46,0.137,0,5.39,1.17,79.63
Bug,Medium,3,5,4,1,0,Expert,26.77,4.01,39,0.2,2,13.78,5.02,24.34
Bug,Low,2,3,5,0,1,Senior,28.32,1.82,35,0.235,1,10.05,4.19,9.37
Feature,Low,1,4,3,0,0,Senior,31.16,2.35,18,0.073,12,15.04,7.35,7.36
Bug,Medium,5,5,1,1,0,Junior,17.97,2.93,97,0.226,1,7.34,9.36,53.5
Bug,High,1,4,5,0,1,Junior,32.12,3.19,1,0.081,3,33.54,1.36,9.67
Bug,High,3,1,5,0,0,Senior,3.92,0.26,44,0.25,4,28.26,1.52,4.9
Feature,High,1,3,5,0,0,Junior,31.09,0.52,90,0.025,10,29.59,7.06,10.91
Improvement,High,3,5,4,0,0,Junior,26.18,3.89,82,0.474,0,11.12,4.11,46.38
Feature,Low,1,4,4,0,2,Junior,23.53,3.43,32,0.123,10,30.13,2.83,10.05
Feature,Medium,8,5,4,1,2,Junior,14.09,2.77,63,0.234,5,21.09,9.59,58.01
Improvement,Low,2,2,4,0,0,Senior,6.34,0.25,25,0.016,10,2.93,1.13,8.65
Bug,Medium,3,3,3,1,0,Junior,26.59,0.57,33,0.096,10,6.21,3.47,27.75
Feature,Medium,8,1,5,0,4,Senior,19.92,5.44,62,0.347,4,16.16,3.99,28.68
Improvement,Low,5,5,3,0,1,Junior,10.28,0.3,27,0.056,12,14.39,8.05,33.11
Bug,Medium,2,4,4,0,0,Junior,3.65,3.21,79,0.314,3,28.04,6.06,11.09
Improvement,Medium,1,5,3,1,1,Junior,22.47,0.03,85,0.001,5,30.7,3.96,13.55
Improvement,High,5,4,5,1,0,Junior,6.8,0.15,91,0.233,1,30.41,2.53,21.14
Bug,Medium,3,5,5,0,1,Senior,37.32,6.5,77,0.361,7,13.76,2.96,39.0
Bug,Medium,8,1,4,1,2,Junior,7.72,0.79,5,0.463,5,22.62,1.35,16.8
Feature,Medium,3,1,5,0,0,Senior,3.22,4.41,10,0.246,14,17.9,8.53,5.04
Feature,Critical,3,3,3,0,1,Junior,11.96,3.79,45,0.42,2,31.22,2.05,30.11
Bug,Medium,3,1,2,0,1,Junior,8.65,5.35,19,0.401,3,31.23,8.41,13.22
Bug,Medium,5,5,5,1,3,Senior,32.07,0.58,35,0.148,11,2.83,2.25,58.9
Bug,High,13,5,3,1,0,Senior,13.0,3.36,15,0.437,12,20.45,9.15,56.76
Feature,High,1,1,3,1,2,Junior,11.32,0.2,69,0.32,1,18.12,7.11,5.64
Feature,Critical,5,2,3,0,0,Junior,39.8,2.13,71,0.052,3,27.19,4.17,41.93
Bug,Medium,1,5,5,0,0,Senior,7.7,0.42,44,0.47,8,7.66,4.53,9.23
Feature,Medium,3,3,2,0,0,Senior,5.23,0.51,99,0.088,3,24.63,3.56,7.64
Improvement,Low,8,2,4,1,2,Senior,13.61,2.31,47,0.235,12,26.11,2.9,29.85
Feature,High,3,1,4,0,0,Junior,17.39,2.83,3,0.233,7,1.91,9.2,17.79
Bug,Medium,13,4,5,0,2,Senior,30.9,1.81,47,0.313,2,15.66,2.66,80.4
Spike,Medium,5,5,5,0,0,Expert,38.31,1.52,97,0.332,12,34.28,2.58,67.78
Feature,Medium,13,4,1,0,2,Junior,31.02,3.68,83,0.116,14,11.22,4.24,79.69
Bug,Medium,8,3,2,1,0,Senior,29.61,9.0,87,0.176,4,31.07,9.86,62.21
Feature,Low,2,2,3,1,0,Junior,39.68,0.13,66,0.072,1,20.95,5.18,11.11
Bug,High,2,4,3,0,1,Senior,31.08,2.2,27,0.063,13,11.08,4.2,15.44
Bug,High,3,3,4,1,1,Junior,7.3,5.41,29,0.413,8,29.42,9.99,29.25
Bug,Medium,2,4,5,0,0,Junior,19.54,2.79,28,0.375,8,34.68,7.66,21.98
Bug,Medium,3,4,2,0,1,Senior,21.13,0.87,20,0.221,13,26.23,9.5,22.98
Technical Debt,High,3,3,4,0,0,Junior,13.58,1.42,41,0.048,9,3.08,3.24,35.41
Feature,Medium,13,5,2,0,1,Expert,8.24,0.8,90,0.225,6,2.78,7.79,15.02
Feature,Medium,3,4,5,0,0,Junior,29.05,2.57,49,0.147,1,17.71,9.02,33.01
Technical Debt,Medium,8,3,3,0,0,Senior,12.54,2.62,88,0.389,3,1.21,5.76,27.75
Bug,High,13,4,1,1,3,Junior,25.74,1.36,2,0.048,14,23.98,4.81,93.41
Technical Debt,Critical,8,5,2,0,0,Senior,14.26,5.4,64,0.226,5,1.55,3.66,45.37
Bug,High,2,3,3,0,2,Expert,21.24,0.07,22,0.296,8,34.08,6.11,9.17
Technical Debt,Low,3,4,2,0,0,Junior,14.81,1.6,4,0.493,12,30.94,2.73,42.77
Bug,Medium,3,1,2,0,0,Expert,17.65,0.17,94,0.045,5,28.72,4.89,6.52
Improvement,High,3,5,2,0,0,Senior,29.82,0.34,24,0.057,3,28.62,7.14,23.13
Spike,Low,3,4,5,1,0,Senior,35.59,0.78,34,0.494,0,29.37,6.87,42.77
Bug,Critical,8,2,4,0,0,Junior,21.33,6.54,64,0.203,14,15.76,7.3,60.74
Feature,Critical,3,3,2,0,0,Senior,25.19,2.26,78,0.372,6,27.92,6.28,31.4
Feature,Low,5,4,5,1,0,Junior,34.85,2.16,38,0.392,6,13.48,1.02,71.23
Feature,Critical,21,5,1,0,0,Expert,7.44,1.24,87,0.157,5,29.85,1.24,38.34
Feature,Medium,1,5,4,0,2,Senior,8.16,0.69,97,0.107,2,22.01,6.22,7.64
Feature,High,3,2,5,0,0,Senior,15.65,3.91,17,0.138,4,13.18,9.69,21.27
Bug,Medium,8,2,1,0,1,Expert,13.74,0.66,24,0.382,6,26.35,2.75,13.86
Bug,Medium,2,4,4,0,0,Junior,39.48,3.27,99,0.42,5,9.26,7.46,18.63
Bug,High,5,1,5,0,2,Expert,23.44,2.22,0,0.35,6,33.8,4.9,19.85
Bug,High,2,5,1,0,0,Senior,21.91,1.49,61,0.221,4,23.6,2.25,13.77
Feature,Low,8,1,5,0,0,Junior,23.99,2.21,8,0.131,11,14.64,1.3,37.92
Feature,High,3,1,1,0,0,Senior,35.26,3.87,40,0.213,0,19.72,7.42,11.33
Feature,Medium,3,4,2,0,0,Senior,11.25,0.14,94,0.457,9,26.08,2.3,24.53
Bug,Medium,5,3,2,0,2,Senior,21.42,0.52,21,0.432,10,28.11,3.69,31.87
Feature,Medium,2,3,4,1,0,Senior,12.3,1.51,65,0.162,4,34.15,4.61,15.56
Feature,Medium,3,3,1,1,3,Junior,31.66,0.99,44,0.164,1,8.1,7.35,25.77
Bug,Medium,3,2,2,1,2,Junior,31.53,1.27,51,0.39,9,18.15,4.49,22.83
Technical Debt,Low,3,5,4,0,0,Expert,38.38,1.63,19,0.213,9,4.11,4.48,25.99
Feature,Low,5,2,3,0,0,Junior,18.98,1.66,86,0.286,1,3.8,8.15,23.62
Bug,Low,5,5,2,1,3,Expert,8.03,4.59,11,0.211,3,4.55,1.06,21.62
Improvement,Medium,5,5,2,0,0,Junior,36.06,4.16,73,0.121,13,9.82,7.78,72.49
Improvement,Critical,5,5,5,0,2,Junior,35.84,3.42,63,0.094,5,24.68,5.7,99.0
Spike,Low,3,4,3,0,3,Junior,10.92,5.14,31,0.07,4,30.28,5.88,27.49
Feature,Critical,2,3,1,0,2,Expert,12.5,3.37,61,0.006,6,15.82,4.11,14.11
Feature,High,8,2,4,1,1,Junior,13.91,2.17,4,0.14,9,19.88,1.83,39.53
Technical Debt,High,8,2,3,1,2,Junior,19.17,3.6,43,0.086,14,8.02,1.82,59.73
Bug,High,3,4,1,0,1,Expert,33.5,7.31,28,0.129,7,27.9,4.07,16.65
Bug,High,3,5,2,1,0,Senior,7.49,0.46,32,0.038,9,31.2,7.48,19.85
Improvement,Low,3,3,4,0,0,Expert,28.61,1.0,86,0.171,0,17.51,9.02,11.41
Improvement,Medium,5,1,4,0,2,Expert,15.41,3.31,99,0.26,12,6.47,8.31,20.17
Spike,High,5,1,3,0,3,Expert,9.44,1.62,12,0.472,14,1.17,8.18,9.56
Spike,High,1,4,5,0,1,Senior,14.86,3.6,49,0.174,7,19.24,1.05,20.04
Improvement,High,5,3,1,0,1,Senior,22.26,2.26,1,0.016,13,17.92,2.72,35.49
Feature,Low,1,1,3,0,0,Senior,37.01,1.11,74,0.181,2,32.48,9.51,3.28
Technical Debt,High,3,1,5,0,2,Junior,25.87,2.11,27,0.409,9,2.24,8.83,33.96
Feature,Medium,8,2,5,0,0,Senior,25.07,2.16,88,0.17,11,6.06,2.14,44.66
Feature,Medium,3,3,5,1,1,Junior,6.13,0.05,99,0.146,13,7.72,6.73,18.02
Technical Debt,Medium,2,1,4,0,3,Expert,5.03,2.13,17,0.459,9,19.6,4.9,5.49
Feature,High,21,2,1,0,0,Senior,6.92,1.57,72,0.149,1,10.68,1.07,20.86
Feature,High,8,3,1,1,3,Expert,5.63,1.4,65,0.485,13,7.99,8.2,15.3
Feature,Medium,8,5,3,0,3,Junior,23.9,0.96,99,0.416,1,18.49,9.49,74.77
Technical Debt,High,3,3,2,0,3,Senior,19.2,4.26,45,0.342,4,2.38,9.29,39.38
Bug,Medium,2,4,3,0,0,Senior,2.19,3.51,16,0.299,12,34.16,4.46,6.23
Improvement,Low,13,2,1,0,0,Expert,15.34,6.39,32,0.112,1,30.27,8.09,13.69
Feature,Low,5,5,4,0,1,Junior,6.84,5.15,98,0.365,3,10.25,5.48,24.67
Improvement,Low,8,2,3,0,0,Junior,39.55,0.17,32,0.174,2,12.43,9.82,36.77
Improvement,Medium,3,2,2,0,0,Senior,19.49,2.29,95,0.243,14,9.36,9.67,20.18
Feature,Medium,3,1,3,0,3,Senior,18.19,4.01,83,0.052,7,32.57,7.96,11.61
Bug,High,21,3,5,1,1,Junior,26.48,3.46,29,0.148,8,23.21,5.24,85.92
Feature,High,5,2,2,1,0,Expert,15.57,7.84,21,0.265,10,18.72,9.12,30.9
Spike,Low,2,2,5,0,0,Junior,29.19,2.24,52,0.234,13,18.29,3.02,23.04
Bug,Medium,2,4,4,0,1,Senior,36.38,0.95,88,0.172,11,6.64,2.93,15.78
Spike,Medium,3,4,1,0,2,Junior,20.96,3.12,45,0.236,13,33.73,6.02,46.08
Feature,Medium,1,4,3,0,0,Junior,16.55,0.3,43,0.372,13,32.1,8.37,10.49
Improvement,Low,3,2,3,0,0,Expert,21.83,1.8,74,0.23,13,33.38,1.56,11.25
Improvement,Low,3,5,5,0,1,Senior,24.94,0.11,33,0.253,5,10.89,8.06,26.67
Improvement,Critical,8,3,5,0,0,Expert,34.21,0.6,27,0.351,3,17.21,9.54,51.16
Spike,High,3,2,1,1,0,Expert,16.99,0.1,34,0.421,10,18.64,5.91,23.42
Feature,Medium,21,1,3,0,1,Expert,3.95,1.78,67,0.263,10,17.65,2.92,13.59
Feature,Medium,2,5,1,0,0,Senior,25.97,7.21,8,0.474,13,1.65,6.69,26.07
Improvement,Medium,5,5,5,0,1,Expert,39.5,0.99,21,0.177,1,29.33,2.77,34.26
Improvement,High,1,3,5,0,2,Junior,34.46,0.53,60,0.126,10,26.38,4.51,12.47
Bug,Medium,5,5,2,0,0,Senior,30.81,6.0,88,0.347,7,17.14,7.3,54.07
Feature,Low,21,3,5,0,3,Junior,8.71,1.68,84,0.088,14,10.09,4.43,39.04
Bug,High,8,5,5,1,2,Senior,30.45,5.77,24,0.45,13,22.59,5.36,165.32
Feature,Medium,5,3,1,1,1,Expert,5.1,1.36,80,0.193,2,5.7,5.91,7.35
Bug,Medium,3,4,2,0,0,Senior,20.77,1.26,78,0.349,1,34.91,4.05,18.87
Bug,Medium,8,4,2,0,2,Expert,16.09,6.04,40,0.285,3,5.26,1.69,25.5
Improvement,Medium,13,5,3,0,3,Junior,36.4,0.29,6,0.027,12,2.99,5.6,111.54
Feature,Medium,21,5,4,0,0,Expert,8.07,1.42,58,0.355,1,21.82,5.39,29.78
Bug,Medium,3,3,3,0,1,Junior,31.98,1.06,95,0.395,2,16.76,4.84,17.98
Feature,Medium,21,3,3,0,0,Expert,3.84,1.57,71,0.491,8,25.45,2.66,25.25
Feature,Low,2,2,3,0,0,Expert,28.67,4.7,66,0.208,6,5.35,1.47,8.11
Improvement,High,3,4,2,0,0,Junior,13.16,1.41,32,0.251,10,13.37,8.44,34.99
Spike,Medium,1,2,1,0,0,Senior,39.08,3.22,99,0.437,14,18.04,5.79,9.82
Feature,Low,3,2,5,0,0,Senior,27.53,6.26,80,0.135,0,16.2,9.82,15.16
Improvement,High,8,1,2,0,0,Senior,13.74,4.35,64,0.095,9,20.82,9.8,15.83
Technical Debt,High,8,3,5,0,2,Junior,10.95,6.42,99,0.066,4,4.46,6.22,24.8
Technical Debt,High,8,1,5,0,2,Expert,26.29,1.04,59,0.489,4,18.13,5.41,25.66
Feature,Medium,5,1,4,0,3,Senior,12.36,2.81,80,0.135,8,19.86,2.68,14.28
Spike,Medium,5,2,3,0,0,Junior,9.1,1.32,57,0.379,11,30.95,4.41,16.74
Feature,High,5,1,4,1,1,Junior,26.61,8.39,43,0.225,0,20.42,8.07,46.56
Feature,High,3,3,3,1,2,Senior,29.52,3.69,47,0.12,0,19.61,9.67,30.71
Feature,Medium,8,2,2,0,1,Junior,11.05,1.69,36,0.457,13,28.61,6.4,22.88
Bug,Critical,5,3,5,0,0,Senior,22.36,0.84,24,0.232,9,3.21,6.55,52.84
Feature,Low,5,5,4,0,0,Senior,27.22,5.4,24,0.283,6,23.03,9.48,48.37
Feature,Critical,5,1,2,0,3,Junior,37.79,5.51,56,0.111,6,28.6,2.14,33.5
Feature,High,8,2,2,0,0,Senior,32.53,2.28,12,0.162,10,4.22,6.51,49.82
Technical Debt,High,3,4,3,0,0,Senior,17.99,0.63,76,0.374,14,28.59,6.27,54.67
Technical Debt,Critical,3,3,5,0,0,Expert,34.09,2.95,11,0.172,7,27.76,2.85,36.83
Feature,High,8,1,3,0,3,Senior,18.78,3.43,95,0.253,3,1.03,7.96,22.83
Technical Debt,Medium,3,3,3,1,0,Expert,6.94,1.0,98,0.057,13,9.37,2.07,12.28
Technical Debt,Medium,8,3,2,0,1,Junior,14.96,1.97,91,0.425,6,6.14,1.57,29.39
Improvement,Low,3,5,3,0,0,Senior,32.58,0.46,62,0.369,5,18.39,5.38,23.39
Feature,Medium,3,3,1,0,1,Junior,38.32,4.29,61,0.38,14,32.08,3.7,29.58
Improvement,High,8,5,5,0,1,Senior,39.38,1.19,83,0.089,0,21.49,4.93,71.59
Spike,Medium,3,5,3,0,0,Senior,26.29,0.06,27,0.248,1,21.46,2.01,40.43
Improvement,Medium,5,5,3,0,3,Expert,20.18,1.57,54,0.014,7,5.18,5.07,29.8
Feature,High,3,1,4,0,2,Expert,8.16,1.32,94,0.158,5,23.66,4.96,5.93
Bug,High,3,3,5,0,0,Expert,5.9,3.47,87,0.174,6,31.2,9.7,9.49
Bug,Low,5,3,5,0,0,Junior,21.7,2.07,74,0.457,7,15.6,7.5,34.42
Bug,Medium,2,5,3,0,0,Junior,29.66,7.76,41,0.496,11,24.18,9.28,27.68
Feature,Medium,8,3,1,0,2,Junior,14.31,1.34,60,0.309,14,11.03,8.03,32.37
Feature,High,8,3,4,0,0,Junior,27.64,3.24,79,0.258,4,10.14,8.09,74.34
Technical Debt,Low,2,5,1,0,0,Junior,23.69,0.02,37,0.22,4,7.29,8.79,17.23
Technical Debt,High,5,4,3,0,0,Senior,37.75,2.2,80,0.009,1,9.21,3.3,55.54
Feature,Medium,5,4,5,0,0,Expert,9.96,3.24,4,0.4,3,12.65,4.84,20.05
Spike,Medium,2,5,5,0,0,Senior,24.46,2.24,83,0.336,10,20.27,8.88,38.23
Feature,Critical,3,1,1,1,1,Expert,17.72,2.83,47,0.325,1,27.54,1.6,16.65
Improvement,Low,3,3,2,0,0,Expert,11.94,0.29,34,0.405,6,10.85,1.5,12.93
Improvement,Medium,5,3,3,1,2,Junior,15.58,4.0,47,0.464,13,6.72,6.83,65.23
Technical Debt,Low,5,4,5,0,3,Expert,13.19,0.26,13,0.195,13,16.29,9.19,25.11
Spike,Medium,5,5,2,0,0,Junior,22.05,3.77,53,0.213,14,27.84,8.15,74.5
Feature,Medium,8,1,5,0,1,Senior,23.21,0.88,25,0.488,10,14.24,8.19,31.74
Technical Debt,Medium,8,5,5,0,1,Junior,34.89,5.8,42,0.332,8,32.05,4.24,165.55
Feature,Low,5,4,2,1,1,Junior,31.69,6.27,41,0.426,10,9.43,6.33,60.28
Improvement,Medium,8,4,1,0,0,Senior,13.5,1.34,87,0.111,1,26.78,7.94,21.33
Improvement,High,3,3,3,0,0,Senior,37.39,5.89,94,0.159,3,16.9,8.14,26.75
Improvement,High,8,2,2,1,2,Expert,35.0,2.06,17,0.196,10,4.64,6.23,60.77
Feature,Medium,5,1,2,0,0,Expert,25.78,0.95,54,0.158,14,10.56,8.2,16.36
Technical Debt,High,8,1,5,0,1,Senior,2.71,2.06,49,0.442,7,30.18,1.24,15.24
Feature,Medium,5,2,2,0,1,Senior,9.95,1.95,85,0.256,8,1.2,9.48,15.58
Feature,Medium,2,4,3,0,0,Junior,31.99,6.5,20,0.477,3,26.72,8.84,23.67
Improvement,Medium,5,5,1,0,2,Senior,19.24,4.86,33,0.161,7,28.59,1.47,49.33
Bug,Medium,3,1,1,0,2,Junior,6.79,3.06,88,0.019,6,5.07,4.77,6.63
Technical Debt,Medium,5,2,1,1,0,Junior,17.51,2.15,39,0.069,12,33.71,9.28,42.8
Feature,Medium,3,3,3,1,2,Junior,10.05,1.24,29,0.109,4,30.66,5.62,26.4
Feature,High,8,3,5,1,0,Senior,35.92,0.74,69,0.32,3,7.07,1.82,89.31
Technical Debt,Critical,5,4,3,0,2,Senior,35.79,4.23,24,0.091,5,9.21,9.7,85.06
Bug,Medium,5,1,2,0,1,Junior,16.71,0.27,68,0.191,5,28.83,4.23,16.18
Feature,High,2,5,4,1,1,Junior,7.22,0.27,28,0.398,1,19.58,5.65,26.82
Improvement,High,21,1,4,0,0,Senior,15.64,1.21,85,0.062,2,32.37,6.69,18.0
Bug,High,8,3,4,0,0,Senior,6.89,0.88,66,0.04,10,34.29,8.49,15.37
Bug,Medium,8,1,1,1,3,Senior,13.55,0.34,56,0.27,5,12.68,8.86,17.41
Bug,Medium,3,3,3,1,0,Junior,31.3,1.01,46,0.349,3,4.3,6.88,27.52
Technical Debt,Low,5,2,3,1,1,Junior,13.09,0.76,93,0.455,2,24.92,9.54,27.49
Technical Debt,Medium,2,2,1,0,3,Junior,22.68,5.37,87,0.331,12,32.39,2.97,21.11
Improvement,High,5,3,2,0,0,Senior,6.52,3.58,16,0.473,3,6.61,9.14,11.62
Feature,Low,2,5,4,0,0,Senior,15.21,2.69,48,0.122,5,34.5,2.71,13.91
Technical Debt,Medium,5,5,4,0,2,Senior,3.51,0.45,49,0.171,14,7.66,9.05,13.7
Improvement,High,5,1,1,0,3,Senior,22.83,0.04,83,0.42,2,3.93,2.94,22.47
Improvement,High,3,3,4,0,0,Senior,15.21,6.13,89,0.406,0,17.85,7.47,29.22
Feature,Medium,3,4,5,0,1,Senior,35.14,1.24,4,0.332,13,28.39,8.35,30.74
Technical Debt,High,8,5,3,0,3,Junior,16.92,2.56,12,0.253,5,13.05,4.51,52.87
Improvement,Medium,2,5,4,0,0,Junior,23.2,1.08,62,0.009,14,12.28,2.02,28.33
Feature,Medium,8,2,4,0,0,Expert,39.11,0.43,38,0.14,1,7.7,4.26,28.99
Bug,Medium,2,5,5,0,1,Senior,26.42,0.09,67,0.079,8,34.53,1.55,18.3
Technical Debt,High,1,5,2,0,0,Junior,21.02,1.61,44,0.026,5,12.62,6.93,16.73
Feature,Critical,2,5,2,0,1,Senior,5.73,5.99,16,0.388,0,23.66,7.27,15.21
Spike,Low,8,3,5,0,1,Junior,33.2,0.78,58,0.066,10,5.5,3.41,70.91
Improvement,Medium,3,3,2,1,0,Senior,26.41,9.67,98,0.179,3,16.29,6.86,29.53
Bug,Medium,8,2,1,1,2,Expert,6.12,8.76,94,0.489,4,28.06,1.53,9.69
Feature,Medium,5,1,5,0,0,Junior,11.34,5.92,79,0.205,11,33.99,1.28,24.55
Feature,Low,1,5,3,1,0,Junior,22.43,4.05,97,0.071,7,7.03,4.67,12.02
Spike,Medium,5,1,3,0,0,Senior,3.71,2.04,58,0.345,2,4.22,5.36,5.78
Feature,High,2,3,3,0,2,Senior,29.3,5.56,95,0.405,10,34.58,1.17,23.99
Improvement,High,8,5,4,0,0,Junior,10.66,7.34,96,0.14,12,19.84,6.31,39.92
Feature,Medium,2,1,5,0,0,Senior,20.61,1.33,7,0.405,8,12.74,8.49,9.59
Feature,Medium,3,1,5,0,4,Junior,11.18,1.8,29,0.136,8,33.65,4.69,18.73
Feature,Medium,8,4,2,0,4,Junior,20.59,3.31,2,0.347,14,14.27,7.72,79.11
Bug,Medium,13,3,5,0,0,Senior,9.21,0.7,16,0.062,11,8.89,2.36,17.64
Spike,High,3,2,5,0,0,Senior,24.57,5.43,50,0.214,9,28.32,5.77,46.6
Feature,Critical,8,2,2,0,1,Senior,36.6,2.7,23,0.26,10,11.67,8.1,53.15
Feature,Medium,2,4,5,0,1,Junior,32.68,2.03,79,0.363,4,11.95,7.14,22.77
Feature,Medium,8,1,5,0,3,Senior,11.18,2.56,63,0.325,3,16.13,8.02,14.3
Bug,High,5,4,1,0,0,Senior,20.93,0.88,83,0.427,6,24.56,7.49,37.76
Bug,Medium,2,4,2,0,0,Senior,18.08,1.21,73,0.092,12,29.62,2.09,12.83
Technical Debt,High,3,3,1,0,1,Senior,38.69,0.83,87,0.331,8,8.69,1.92,33.55
Bug,Medium,2,5,4,1,1,Expert,32.36,4.03,70,0.064,5,13.32,9.78,15.71
Bug,High,3,1,2,0,1,Senior,6.08,2.8,48,0.239,6,17.87,5.34,6.74
Feature,Medium,2,2,5,0,2,Senior,8.4,0.15,19,0.262,0,1.87,7.59,9.24
Spike,High,5,2,5,0,1,Expert,28.68,4.19,76,0.014,3,24.7,7.13,35.39
